,fom,db
0,0.6991643454038997,dcr_nham1_ugri_v1.5_10yrs
1,0.6991643454038997,rolling_mod6_sdf_0.20_v1.5_10yrs
2,0.8133704735376045,wfd_depth_scale0.95_noddf_v1.5_10yrs
3,0.7381615598885793,u60_v1.5_10yrs
4,1.0,footprint_stuck_rollingv1.5_10yrs
5,0.3732590529247911,filterdist_indx4_v1.5_10yrs
6,0.5821727019498607,wfd_depth_scale0.70_noddf_v1.5_10yrs
7,0.7158774373259053,daily_ddf_v1.5_10yrs
8,0.83008356545961,alt_roll_mod2_dust_sdf_0.20_v1.5_10yrs
9,0.6740947075208914,goodseeing_gz_v1.5_10yrs
10,0.37047353760445684,filterdist_indx1_v1.5_10yrs
11,0.6740947075208914,footprint_standard_goalsv1.5_10yrs
12,0.7186629526462396,footprint_big_sky_dustv1.5_10yrs
13,0.6908077994428969,footprint_bluer_footprintv1.5_10yrs
14,0.8189415041782729,twilight_neo_mod4_v1.5_10yrs
15,0.7214484679665738,goodseeing_gi_v1.5_10yrs
16,0.7632311977715878,footprint_big_wfdv1.5_10yrs
17,0.6295264623955432,dcr_nham2_ugr_v1.5_10yrs
18,0.26740947075208915,short_exp_5ns_5expt_v1.5_10yrs
19,0.7019498607242339,goodseeing_griz_v1.5_10yrs
20,0.8440111420612814,twilight_neo_mod1_v1.5_10yrs
21,0.9749303621169917,bulges_cadence_bulge_wfd_v1.5_10yrs
22,0.7019498607242339,third_obs_pt120v1.5_10yrs
23,0.7520891364902507,wfd_depth_scale0.95_v1.5_10yrs
24,0.5487465181058496,wfd_depth_scale0.85_noddf_v1.5_10yrs
25,0.7493036211699164,footprint_no_gp_northv1.5_10yrs
26,0.6713091922005571,footprint_big_skyv1.5_10yrs
27,0.9164345403899722,footprint_newBv1.5_10yrs
28,0.6908077994428969,baseline_2snaps_v1.5_10yrs
29,0.7214484679665738,footprint_big_sky_nouiyv1.5_10yrs
30,0.7688022284122563,twilight_neo_mod3_v1.5_10yrs
31,0.7381615598885793,greedy_footprint_v1.5_10yrs
32,0.7103064066852368,wfd_depth_scale0.90_v1.5_10yrs
33,0.6908077994428969,dcr_nham1_ug_v1.5_10yrs
34,0.6768802228412256,rolling_mod2_sdf_0.10_v1.5_10yrs
35,0.8384401114206128,footprint_newAv1.5_10yrs
36,0.6824512534818942,rolling_mod3_sdf_0.10_v1.5_10yrs
37,0.6128133704735376,var_expt_v1.5_10yrs
38,0.9108635097493036,bulges_i_heavy_v1.5_10yrs
39,0.5905292479108635,wfd_depth_scale0.75_v1.5_10yrs
40,0.7325905292479109,dcr_nham2_ug_v1.5_10yrs
41,0.3788300835654596,filterdist_indx3_v1.5_10yrs
42,0.6295264623955432,goodseeing_i_v1.5_10yrs
43,0.479108635097493,short_exp_2ns_5expt_v1.5_10yrs
44,0.6601671309192201,footprint_add_mag_cloudsv1.5_10yrs
45,0.3955431754874652,filterdist_indx6_v1.5_10yrs
46,0.6740947075208914,agnddf_v1.5_10yrs
47,0.584958217270195,wfd_depth_scale0.70_v1.5_10yrs
48,0.83008356545961,alt_dust_v1.5_10yrs
49,0.6824512534818942,baseline_v1.5_10yrs
50,0.3064066852367688,filterdist_indx7_v1.5_10yrs
51,0.584958217270195,wfd_depth_scale0.65_v1.5_10yrs
52,0.7019498607242339,descddf_v1.5_10yrs
53,0.8885793871866295,bulges_bs_v1.5_10yrs
54,0.362116991643454,filterdist_indx2_v1.5_10yrs
55,0.30919220055710306,short_exp_5ns_1expt_v1.5_10yrs
56,0.48467966573816157,wfd_depth_scale0.80_noddf_v1.5_10yrs
57,0.6072423398328691,wfd_depth_scale0.85_v1.5_10yrs
58,0.7019498607242339,dcr_nham2_ugri_v1.5_10yrs
59,0.6740947075208914,third_obs_pt45v1.5_10yrs
60,0.5654596100278552,wfd_depth_scale0.65_noddf_v1.5_10yrs
61,0.5515320334261838,wfd_depth_scale0.80_v1.5_10yrs
62,0.8495821727019499,bulges_cadence_i_heavy_v1.5_10yrs
63,0.31754874651810583,filterdist_indx8_v1.5_10yrs
64,0.7465181058495822,rolling_mod6_sdf_0.10_v1.5_10yrs
65,0.6545961002785515,footprint_gp_smoothv1.5_10yrs
66,0.8245125348189415,twilight_neo_mod2_v1.5_10yrs
67,0.6908077994428969,third_obs_pt15v1.5_10yrs
68,0.9052924791086351,bulges_bulge_wfd_v1.5_10yrs
69,0.6908077994428969,goodseeing_gri_v1.5_10yrs
70,0.713091922005571,rolling_mod3_sdf_0.20_v1.5_10yrs
71,0.5821727019498607,short_exp_2ns_1expt_v1.5_10yrs
72,0.7465181058495822,spiders_v1.5_10yrs
73,0.6406685236768802,third_obs_pt90v1.5_10yrs
74,0.7186629526462396,dcr_nham1_ugr_v1.5_10yrs
75,0.5403899721448467,wfd_depth_scale0.75_noddf_v1.5_10yrs
76,0.7186629526462396,third_obs_pt60v1.5_10yrs
77,0.6323119777158774,rolling_mod2_sdf_0.20_v1.5_10yrs
78,0.6183844011142061,wfd_depth_scale0.90_noddf_v1.5_10yrs
79,0.6908077994428969,wfd_depth_scale0.99_noddf_v1.5_10yrs
80,0.8802228412256268,bulges_cadence_bs_v1.5_10yrs
81,0.6629526462395543,third_obs_pt30v1.5_10yrs
82,0.7353760445682451,wfd_depth_scale0.99_v1.5_10yrs
83,0.3816155988857939,filterdist_indx5_v1.5_10yrs
84,0.8662952646239555,roll_mod2_dust_sdf_0.20_v1.5_10yrs
